case_id,detector,is_leak,family,pattern_id,rate,seed,hard_clean,detected,tp,fp,tn,fn,injected_qids,injected_candidates,injected_features,fallback_triggers,detection_correct,family_exact,source_exact,sink_exact,module_exact,field_exact,code_location_exact,code_location_within_3,path_valid,config_sha256,status
c_5098e6020128428a,invariance,True,Leak-M,M1,0.1,11,False,False,0,0,0,1,1,1,0,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_54adb8be25374740,ast_static_dataflow,True,Leak-F,F1,0.5,11,False,False,0,0,0,1,4,60,4,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_54adb8be25374740,schema_guard,True,Leak-F,F1,0.5,11,False,False,0,0,0,1,4,60,4,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_54adb8be25374740,invariance,True,Leak-F,F1,0.5,11,False,False,0,0,0,1,4,60,4,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_5a06debb26054c51,ast_static_dataflow,True,Leak-M,M2,1.0,11,False,False,0,0,0,1,7,15,0,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_61c199064a5a4d90,ast_static_dataflow,True,Leak-F,F4,0.5,11,False,False,0,0,0,1,4,60,4,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_61c199064a5a4d90,schema_guard,True,Leak-F,F4,0.5,11,False,False,0,0,0,1,4,60,4,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_61c199064a5a4d90,invariance,True,Leak-F,F4,0.5,11,False,False,0,0,0,1,4,60,4,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_6288c8a5d7e54564,ast_static_dataflow,True,Leak-R,R4,0.5,11,False,False,0,0,0,1,4,60,0,4,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_6288c8a5d7e54564,schema_guard,True,Leak-R,R4,0.5,11,False,False,0,0,0,1,4,60,0,4,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_6288c8a5d7e54564,invariance,True,Leak-R,R4,0.5,11,False,False,0,0,0,1,4,60,0,4,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_645d338c354f482c,ast_static_dataflow,True,Leak-M,M4,1.0,11,False,False,0,0,0,1,7,15,0,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_678a3a0d749342e4,ast_static_dataflow,True,Leak-R,R2,0.1,11,False,False,0,0,0,1,1,15,0,1,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_678a3a0d749342e4,schema_guard,True,Leak-R,R2,0.1,11,False,False,0,0,0,1,1,15,0,1,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_678a3a0d749342e4,invariance,True,Leak-R,R2,0.1,11,False,False,0,0,0,1,1,15,0,1,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_69e21dea9c9142c8,ast_static_dataflow,True,Leak-M,M4,0.1,11,False,False,0,0,0,1,1,1,0,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_69e21dea9c9142c8,invariance,True,Leak-M,M4,0.1,11,False,False,0,0,0,1,1,1,0,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_6cffbc17a06e4af7,ast_static_dataflow,True,Leak-F,F2,0.5,11,False,False,0,0,0,1,4,60,4,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_6cffbc17a06e4af7,schema_guard,True,Leak-F,F2,0.5,11,False,False,0,0,0,1,4,60,4,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_6cffbc17a06e4af7,invariance,True,Leak-F,F2,0.5,11,False,False,0,0,0,1,4,60,4,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_773a01d0b3bf4a18,ast_static_dataflow,True,Leak-F,F1,0.1,11,False,False,0,0,0,1,1,15,1,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_773a01d0b3bf4a18,schema_guard,True,Leak-F,F1,0.1,11,False,False,0,0,0,1,1,15,1,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_773a01d0b3bf4a18,invariance,True,Leak-F,F1,0.1,11,False,False,0,0,0,1,1,15,1,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_7ac276a881c046bd,ast_static_dataflow,True,Leak-R,R3,1.0,11,False,False,0,0,0,1,7,105,0,7,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_7ac276a881c046bd,schema_guard,True,Leak-R,R3,1.0,11,False,False,0,0,0,1,7,105,0,7,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_7ac276a881c046bd,invariance,True,Leak-R,R3,1.0,11,False,False,0,0,0,1,7,105,0,7,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_7dab3a7aae364b29,ast_static_dataflow,True,Leak-F,F4,1.0,11,False,False,0,0,0,1,7,105,7,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_7dab3a7aae364b29,schema_guard,True,Leak-F,F4,1.0,11,False,False,0,0,0,1,7,105,7,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_7dab3a7aae364b29,invariance,True,Leak-F,F4,1.0,11,False,False,0,0,0,1,7,105,7,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_7dfad22b84ed4dac,ast_static_dataflow,True,Leak-F,F1,1.0,11,False,False,0,0,0,1,7,105,7,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_7dfad22b84ed4dac,schema_guard,True,Leak-F,F1,1.0,11,False,False,0,0,0,1,7,105,7,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_7dfad22b84ed4dac,invariance,True,Leak-F,F1,1.0,11,False,False,0,0,0,1,7,105,7,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_865df1de3d2646b7,ast_static_dataflow,True,Leak-R,R1,0.5,11,False,False,0,0,0,1,4,60,0,4,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_865df1de3d2646b7,schema_guard,True,Leak-R,R1,0.5,11,False,False,0,0,0,1,4,60,0,4,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_865df1de3d2646b7,invariance,True,Leak-R,R1,0.5,11,False,False,0,0,0,1,4,60,0,4,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_86cdbb6429474b0c,ast_static_dataflow,True,Leak-F,F2,0.1,11,False,False,0,0,0,1,1,15,1,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_86cdbb6429474b0c,schema_guard,True,Leak-F,F2,0.1,11,False,False,0,0,0,1,1,15,1,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_86cdbb6429474b0c,invariance,True,Leak-F,F2,0.1,11,False,False,0,0,0,1,1,15,1,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_95af74b6a1024214,ast_static_dataflow,True,Leak-M,M4,0.5,11,False,False,0,0,0,1,4,5,0,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_acf3a2ed291e46c6,ast_static_dataflow,True,Leak-F,F3,0.1,11,False,False,0,0,0,1,1,15,1,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_acf3a2ed291e46c6,schema_guard,True,Leak-F,F3,0.1,11,False,False,0,0,0,1,1,15,1,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_acf3a2ed291e46c6,invariance,True,Leak-F,F3,0.1,11,False,False,0,0,0,1,1,15,1,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_b4bd4dda993d4582,ast_static_dataflow,True,Leak-M,M3,1.0,11,False,False,0,0,0,1,7,15,0,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_b614168a3b2c4109,ast_static_dataflow,True,Leak-R,R1,0.1,11,False,False,0,0,0,1,1,15,0,1,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_b614168a3b2c4109,schema_guard,True,Leak-R,R1,0.1,11,False,False,0,0,0,1,1,15,0,1,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_b614168a3b2c4109,invariance,True,Leak-R,R1,0.1,11,False,False,0,0,0,1,1,15,0,1,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_c0ee3e26b0c74aaa,ast_static_dataflow,True,Leak-M,M3,0.1,11,False,False,0,0,0,1,1,1,0,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_c0ee3e26b0c74aaa,invariance,True,Leak-M,M3,0.1,11,False,False,0,0,0,1,1,1,0,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_d054acaba196402a,ast_static_dataflow,True,Leak-R,R3,0.5,11,False,False,0,0,0,1,4,60,0,4,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_d054acaba196402a,schema_guard,True,Leak-R,R3,0.5,11,False,False,0,0,0,1,4,60,0,4,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_d054acaba196402a,invariance,True,Leak-R,R3,0.5,11,False,False,0,0,0,1,4,60,0,4,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_d55aa91337014b89,ast_static_dataflow,True,Leak-R,R4,1.0,11,False,False,0,0,0,1,7,105,0,7,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_d55aa91337014b89,schema_guard,True,Leak-R,R4,1.0,11,False,False,0,0,0,1,7,105,0,7,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_d55aa91337014b89,invariance,True,Leak-R,R4,1.0,11,False,False,0,0,0,1,7,105,0,7,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_f4d70eb71afc4710,ast_static_dataflow,True,Leak-R,R1,1.0,11,False,False,0,0,0,1,7,105,0,7,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_f4d70eb71afc4710,schema_guard,True,Leak-R,R1,1.0,11,False,False,0,0,0,1,7,105,0,7,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_f4d70eb71afc4710,invariance,True,Leak-R,R1,1.0,11,False,False,0,0,0,1,7,105,0,7,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_f75797537cc541d2,ast_static_dataflow,True,Leak-R,R2,1.0,11,False,False,0,0,0,1,7,105,0,7,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_f75797537cc541d2,schema_guard,True,Leak-R,R2,1.0,11,False,False,0,0,0,1,7,105,0,7,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_f75797537cc541d2,invariance,True,Leak-R,R2,1.0,11,False,False,0,0,0,1,7,105,0,7,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_f7760253c6c444cb,ast_static_dataflow,True,Leak-M,M3,0.5,11,False,False,0,0,0,1,4,5,0,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_ffa58de489ef46d9,ast_static_dataflow,True,Leak-M,M2,0.5,11,False,False,0,0,0,1,4,5,0,0,False,False,False,False,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
