qid_hash,doc_id_hash,level,category,row_hash
h_56aee866aad71779,,query,query_states_real_conflict,4e974d244b1f122f1fcfd453f8b4f7cef14ee91a2ea285dcf640685ab960edb2
h_56aee866aad71779,,query,risk_types_real_conflict,4e974d244b1f122f1fcfd453f8b4f7cef14ee91a2ea285dcf640685ab960edb2
h_99e4b23a2a7866fb,,query,query_states_real_conflict,cfb23710c7d586774dadd735898472db391ad3c3974ed8b2856067bdaacd4f27
h_4d88f82a41ba4883,,query,query_states_real_conflict,0d8b27938f5b6140982523c299a336f74bc91145218c5fe9f92b92c87d5cc227
h_333a3915fe3e6e15,,query,query_states_real_conflict,cc7bd89f5352e374b9eabeae559b9991d5300ae5bcf750d522c1d6a84c58d070
h_072ffa49ddd8d32b,,query,query_states_real_conflict,8063d48dcf18aecb2e84b5fa096595b654047fc8f16c4125ed976ed412dfb2a9
h_072ffa49ddd8d32b,,query,risk_types_real_conflict,8063d48dcf18aecb2e84b5fa096595b654047fc8f16c4125ed976ed412dfb2a9
h_a036806a6288ce8e,,query,query_states_real_conflict,cd0b9768fc46cb7d7e8e14c12c152c7548695479fd463b46479f09efaa0e78ba
h_a036806a6288ce8e,,query,risk_types_real_conflict,cd0b9768fc46cb7d7e8e14c12c152c7548695479fd463b46479f09efaa0e78ba
h_a5289f1960ec85df,,query,query_states_real_conflict,4aedd61c7523695314c7cc1e8498b27aacaa91ed54701ac76fd027ebbf0e5e70
h_a5289f1960ec85df,,query,risk_types_real_conflict,4aedd61c7523695314c7cc1e8498b27aacaa91ed54701ac76fd027ebbf0e5e70
h_0fcad1451d8a52f0,,query,query_states_real_conflict,bb5666d0aae6a4e568203ace26facc9680af5c1e0b23b9e36fbe24bfbb002110
h_3e9d095ffe04e1dd,,query,query_states_real_conflict,64e1d0c063d4dbf05d795b67a2544d87f7385dfcc80e38c71651908279f194e0
h_3e9d095ffe04e1dd,,query,risk_types_real_conflict,64e1d0c063d4dbf05d795b67a2544d87f7385dfcc80e38c71651908279f194e0
h_71845850351421e5,,query,query_states_real_conflict,5ebcd2e0a2818e576c1c901b68bbdb861ca9828ecefc4c2768c2404632dfbc09
h_71845850351421e5,,query,risk_types_real_conflict,5ebcd2e0a2818e576c1c901b68bbdb861ca9828ecefc4c2768c2404632dfbc09
h_935859e0ce70ad2d,,query,query_states_real_conflict,e14f1a5ba09d9a52ed5b863b1cf568fd11e5372d5344782e3ec22e3aadc7fea0
h_935859e0ce70ad2d,,query,risk_types_real_conflict,e14f1a5ba09d9a52ed5b863b1cf568fd11e5372d5344782e3ec22e3aadc7fea0
h_19879ff48ee99c08,,query,query_states_real_conflict,571b8c8cf4ef413629b8d045459f490cca361567f7ffda8de8dc0c20078fb70d
h_e035dfef0c456f9b,,query,query_states_real_conflict,0d951ed3b1f02a06bffecc7a97c903c174218793790605f9a75f6e41e2722c57
h_e035dfef0c456f9b,,query,risk_types_real_conflict,0d951ed3b1f02a06bffecc7a97c903c174218793790605f9a75f6e41e2722c57
h_1a6204d4805c9bdd,,query,query_states_real_conflict,a06076ce7b3fba94211f9fb147dccc48a1d8105a389399e02beee3d5064a9cfb
h_4132aa9f914dd400,,query,query_states_real_conflict,80a74b5fb8281db2be7b37b9f83468044345e6302a9a82f782a30ce7fbedebc7
h_4132aa9f914dd400,,query,risk_types_real_conflict,80a74b5fb8281db2be7b37b9f83468044345e6302a9a82f782a30ce7fbedebc7
h_2f1e548763c998c1,,query,query_states_real_conflict,56f1ca12a32b4a44662ece98d345c49c3240b3f5b6290fe6cc93b64229bac802
h_f5c59643f1640f52,,query,query_states_real_conflict,376947134e604190599207467c35eb3af5c74ef99fca97f92349e30b89c38500
h_1f1cf20eb58376e4,,query,query_states_real_conflict,60d732e296e82153049884328c699309319d4967555a5a711007a37fa93c8dff
h_1f1cf20eb58376e4,,query,risk_types_real_conflict,60d732e296e82153049884328c699309319d4967555a5a711007a37fa93c8dff
h_39a1d8f247841640,,query,query_states_real_conflict,35638d78196c277e2876b40d5327bbbef84acbc410c6dbd81910d4dd298d803a
h_39a1d8f247841640,,query,risk_types_real_conflict,35638d78196c277e2876b40d5327bbbef84acbc410c6dbd81910d4dd298d803a
h_7cd56a963461eba8,,query,query_states_real_conflict,41ef049610fe21556aba5af02185a62090c7027bec49a2488063bac58ed82357
h_7cd56a963461eba8,,query,risk_types_real_conflict,41ef049610fe21556aba5af02185a62090c7027bec49a2488063bac58ed82357
h_c3df367330fe9c64,,query,query_states_real_conflict,ab9e9715777de44d19b6f9f66d912a7137971c50b22d94dc3383e300bee687d6
h_c3df367330fe9c64,,query,risk_types_real_conflict,ab9e9715777de44d19b6f9f66d912a7137971c50b22d94dc3383e300bee687d6
h_1d84ae67852da347,,query,query_states_real_conflict,45b50c3f8cd4780ddcbb420f6920bab8ed61a4fa04cb1372e9b9f755ccb02307
h_1d84ae67852da347,,query,risk_types_real_conflict,45b50c3f8cd4780ddcbb420f6920bab8ed61a4fa04cb1372e9b9f755ccb02307
h_185b757724f24441,,query,query_states_real_conflict,6ace287c2642d2933f0712c94edfb1a3ddf055acfe9fd5d561872923875fd097
h_185b757724f24441,,query,risk_types_real_conflict,6ace287c2642d2933f0712c94edfb1a3ddf055acfe9fd5d561872923875fd097
h_2b944d2fa2df7b5d,,query,query_states_real_conflict,d23882bee6e04c6620a39528a0d41aee7b38321aea8907b70856d2ee159f681c
h_19a64aefaff94913,,query,query_states_real_conflict,6aaa44163665b7befa4f255473ca6601478b1b0fc8b426d790cd43c950f71053
h_19a64aefaff94913,,query,risk_types_real_conflict,6aaa44163665b7befa4f255473ca6601478b1b0fc8b426d790cd43c950f71053
h_3b0dfa043436e728,,query,query_states_real_conflict,074cd94b6cf9941b1bd506268d096a1d114a3fa16e34b8ceaca7a0ef2e372449
h_2ccdf6f2ccc0bce7,,query,query_states_real_conflict,7f326e2613393856468e5ddfeb8143a010d644b91770b973023fae9398f4c20a
h_2ccdf6f2ccc0bce7,,query,risk_types_real_conflict,7f326e2613393856468e5ddfeb8143a010d644b91770b973023fae9398f4c20a
h_964afc20a1d837fe,,query,query_states_real_conflict,7f856d5010f107de021de24da86ecbf7bd9518fb729b13e2528ab6d6d10e94d4
h_964afc20a1d837fe,,query,risk_types_real_conflict,7f856d5010f107de021de24da86ecbf7bd9518fb729b13e2528ab6d6d10e94d4
h_7f122ec85fd92ccb,,query,query_states_real_conflict,fba71b3a49b71c34930c59bf0d32d51d707b398973e747ed9c566e86a7dc5b60
h_6f52fede6f0c3811,,query,query_states_real_conflict,f69171715dbc7fff8a6359aa2dd7b8f6ac728c0b8e9b975be22adeb1f2b8fd75
h_59211fa4542d2c9f,,query,query_states_real_conflict,065e00b4d7d7b23d98ae7d4a0a6dc5a4dc3bdbd4fae59e341adf3f41d4084a5b
h_7a9d3d4163ea6d74,,query,query_states_real_conflict,d80717a80cbc43c60dc3d3cb0a1228a8c057d8a63a949fb3dfb9bf7fca33141b
h_a4c6cc2d0344dbf8,,query,query_states_real_conflict,45388402ff42500f2ad201fd3001e4c45987e3afe7a1c7b6554a67784ce371df
h_a4c6cc2d0344dbf8,,query,risk_types_real_conflict,45388402ff42500f2ad201fd3001e4c45987e3afe7a1c7b6554a67784ce371df
h_baa319eaa3b86279,,query,query_states_real_conflict,62eea6eb307f433a96b673a4eb88c338b64062cbea7606fdcac68ad226cb5881
h_21845abacd62a0c3,,query,query_states_real_conflict,2d3464065510597a405664292a9bf12327ebcb2f99c0cd50f390f4966c2b7e54
h_21845abacd62a0c3,,query,risk_types_real_conflict,2d3464065510597a405664292a9bf12327ebcb2f99c0cd50f390f4966c2b7e54
h_e97fe6737cf45b1d,,query,query_states_real_conflict,e6b7b2b5f86a0230da90d4dcd77ff89d415a1883ae2771e884962ffc1597c71f
h_e97fe6737cf45b1d,,query,risk_types_real_conflict,e6b7b2b5f86a0230da90d4dcd77ff89d415a1883ae2771e884962ffc1597c71f
h_ddfdbe12e25a9300,,query,query_states_real_conflict,4ebe32888bac2b8e77b73951fb86405d18961f060b7042502ae5530c7503cbde
h_888d0173b1dc7cba,,query,query_states_real_conflict,8d83deac6bc76ea4e0117a6ad372db46d71d5988183e5bbcf245fae0dc78fdb2
h_6766d10184784c3d,,query,query_states_real_conflict,da5d92722897e773295c526a64c18035b052e6566cf54bd55867cb35261776da
h_93ced938e855f50c,,query,query_states_real_conflict,994303417c73047852c85ca9484aa816754a68f64243ec53e09e99a28f4bd5dc
h_e0cef060477eddb6,,query,query_states_real_conflict,1c64ca16d5a7900ffea050ee6da6e27064baefc5752a7fb2b4f5ce7db3f3d04a
h_e0cef060477eddb6,,query,risk_types_real_conflict,1c64ca16d5a7900ffea050ee6da6e27064baefc5752a7fb2b4f5ce7db3f3d04a
h_a3809cada7a35f86,,query,query_states_real_conflict,c9a52694020ab024283b4a62ed07c6a28a4f458e049ba08b5bd225a46a2c27bc
h_0306d12b3af54920,,query,query_states_real_conflict,f259ba296a1c2ce8320706fec90eb2234e8c06f72a97e64baa9960c6b0c7d7f0
h_0306d12b3af54920,,query,risk_types_real_conflict,f259ba296a1c2ce8320706fec90eb2234e8c06f72a97e64baa9960c6b0c7d7f0
h_d6dcbf977f3ad96d,,query,query_states_real_conflict,f8a1ab5479dc421a1b4b34fa79ce55d190bdeb3552d822404fd7b815e9102082
h_b9cc58a31d8e18f6,,query,query_states_real_conflict,9ad06263aaf59b7782c265585b724af3a3e8104d92b92834a4b7c54d528fd71d
h_3798fe03b6325806,,query,query_states_real_conflict,b10860a87ae51ef3941535bc6344581844d9c325839d6de15073025afb7794f0
h_3798fe03b6325806,,query,risk_types_real_conflict,b10860a87ae51ef3941535bc6344581844d9c325839d6de15073025afb7794f0
h_0a84731d9c9f375b,,query,query_states_real_conflict,743087b8f22494fcb507cfbaf3d50f9e1f28e70ed3d72c7a379090d73847e0d3
h_563fae909642c6f5,,query,query_states_real_conflict,728902f59b61f30cfda44d431917edbfb5b1f69834a93cc440460e4ea43a0dee
h_ed02b1555307e88f,,query,query_states_real_conflict,2057975beec4e264423aaa0c1ec4db1fa66ed7802e9a421f5ab7882dab4aff5d
h_ed02b1555307e88f,,query,risk_types_real_conflict,2057975beec4e264423aaa0c1ec4db1fa66ed7802e9a421f5ab7882dab4aff5d
h_91b53a8010f26961,,query,query_states_real_conflict,87403b27f38835dde01ced0a66e418e5d9e8b9fe16a1529399e9e5a422623c87
h_91b53a8010f26961,,query,risk_types_real_conflict,87403b27f38835dde01ced0a66e418e5d9e8b9fe16a1529399e9e5a422623c87
h_c4998a678d35af3c,,query,query_states_real_conflict,3951b1e27a23ea411bfbede2a435b6e67a9cc78a5af3569ec7d919927a391be8
h_c4998a678d35af3c,,query,risk_types_real_conflict,3951b1e27a23ea411bfbede2a435b6e67a9cc78a5af3569ec7d919927a391be8
h_b24c367420a1a94c,,query,query_states_real_conflict,ac97c85ce7042673ab96fd649a25c06784bff3860385ea5aca8a489b7b611184
h_b24c367420a1a94c,,query,risk_types_real_conflict,ac97c85ce7042673ab96fd649a25c06784bff3860385ea5aca8a489b7b611184
h_603e0c7761ec334d,,query,query_states_real_conflict,ec46e74a469537bd9bd416159faedea23835980aa60bce37b9aac6a3d80c9ac6
h_603e0c7761ec334d,,query,risk_types_real_conflict,ec46e74a469537bd9bd416159faedea23835980aa60bce37b9aac6a3d80c9ac6
h_6ea8518f954d2aae,,query,query_states_real_conflict,ff4da45c07dd3b2332fe5a2169ab3cb328b0aa21beb77e60f9a67bf2fa64df6e
h_6ea8518f954d2aae,,query,risk_types_real_conflict,ff4da45c07dd3b2332fe5a2169ab3cb328b0aa21beb77e60f9a67bf2fa64df6e
h_f164da19117f30ce,,query,query_states_real_conflict,681fe1b5d0b5e2a5bcd276ffb2f9190f549c339bd59368cd2aefe84819a42f09
h_dfd107b6db7a4496,,query,query_states_real_conflict,bc7b88aff65371b85bb2d802b93993cd39681f50dc1b388f4d7352c8efc41db8
h_dfd107b6db7a4496,,query,risk_types_real_conflict,bc7b88aff65371b85bb2d802b93993cd39681f50dc1b388f4d7352c8efc41db8
h_95cdc7428140ef2f,,query,query_states_real_conflict,4a4a93d8725936f3212cab410a3800c151ea40d0068b3d1de111ff0397bfaf64
h_95cdc7428140ef2f,,query,risk_types_real_conflict,4a4a93d8725936f3212cab410a3800c151ea40d0068b3d1de111ff0397bfaf64
h_8d5ab639cef42d63,,query,query_states_real_conflict,ec6ebdea3f8c076b18c88f871330b199962c5d809ac2f41fcff8a5bd1a7760bd
h_4df543724df9e9e1,,query,query_states_real_conflict,397ff5ba486da06d5bac2b1321f97a0b1d8199404be1ef5ea327e2169ea6e943
h_4df543724df9e9e1,,query,risk_types_real_conflict,397ff5ba486da06d5bac2b1321f97a0b1d8199404be1ef5ea327e2169ea6e943
h_d79788dfe9729247,,query,query_states_real_conflict,4dcf0001847c0b9606d8c083ffa30c33601b343f87381f40c085ead54cf7a748
h_d79788dfe9729247,,query,risk_types_real_conflict,4dcf0001847c0b9606d8c083ffa30c33601b343f87381f40c085ead54cf7a748
h_e2fde3be494ddaf5,,query,query_states_real_conflict,c5a934065a83bf7666d045c7f775f5a331f3ac799fca1095f9559e3ffdd2237f
h_96c0a24fe612e67c,,query,query_states_real_conflict,1410bd55209544c88ac55b26601b79253561126f2a55848400f1950acc2adc6a
h_0447ff1e20811c1c,,query,query_states_real_conflict,c9dd2245d1cfc9dfb76d55e3f743ccf397535e271b173562547d3b33ee898cb9
h_0447ff1e20811c1c,,query,risk_types_real_conflict,c9dd2245d1cfc9dfb76d55e3f743ccf397535e271b173562547d3b33ee898cb9
h_085a74f610e725c9,,query,query_states_real_conflict,31fbe81593569cb287737c0d6a88529cf7822d9ec4c5faf5c6afab4f66737751
h_f0cbd354c935e74a,,query,query_states_real_conflict,bbcb2e011bc53a56b717c32552d1d9000b11e04f27bb2f5143cc69e3b6666bed
h_a62519d8105562d4,,query,query_states_real_conflict,aac8e5db80164c7e20939eb44e7d445d9c22601de11e7fc7e42c710cd889331c
h_0e17180169a58461,,query,query_states_real_conflict,048ec5ff55356aabf4ee6986895cbe6326cdda3beed5629319fbaf3e6d3d050a
h_0e17180169a58461,,query,risk_types_real_conflict,048ec5ff55356aabf4ee6986895cbe6326cdda3beed5629319fbaf3e6d3d050a
h_398e6ce1bad671e5,,query,query_states_real_conflict,52300c5a3b5ede1a10b8cd54475fd1644697d24a33668c821baf704a59f678dc
h_398e6ce1bad671e5,,query,risk_types_real_conflict,52300c5a3b5ede1a10b8cd54475fd1644697d24a33668c821baf704a59f678dc
h_46847b652a1f9ced,,query,query_states_real_conflict,ad5c984720aae5de36bdcbc9829b64b48a76291b70cffdf17e0cd903d4a0727b
h_b1a42b5b6fe72e46,,query,query_states_real_conflict,6d73d550c208aef8ea74e1864104563430e154b723040446dc64ac8963a5e8e3
h_59632ad5aa846494,,query,query_states_real_conflict,1b664d184f9b8930e5d0a767da42bdf0dbbdcd014c1ad49b84c64c6652d3ebf2
h_845043ca76aff3e9,,query,query_states_real_conflict,12541396536884063b0bcf07d5229374f3e40d2fd13939ca77ca69ed196e9ec0
h_19e2bf612f860a0f,,query,query_states_real_conflict,810ea26e3fbdfba3c1a55387169d3ac6ccfe2462b4f18c91f281cc9b0fd7e0c5
h_19e2bf612f860a0f,,query,risk_types_real_conflict,810ea26e3fbdfba3c1a55387169d3ac6ccfe2462b4f18c91f281cc9b0fd7e0c5
h_7d128cce91b8981e,,query,query_states_real_conflict,c2760c00080d08c437cf1ca18b2e8eaf09585542054d15378ffdee7f408f60e3
h_62360070902a8b05,,query,query_states_real_conflict,b4d5b9f4d800dd460caff9e90368c6158ce1954124fb0982bcd0768ee2c5be63
h_1c9fa8ebc689c9d0,,query,query_states_real_conflict,7a0b0014b01f66bfddac7aa8fca5e2f7d2b111b06fde678ae8c20d77038011fc
h_1fc53a88426433cd,,query,query_states_real_conflict,40beaa2853286bd4b9d88615d64f0eda2383a89de5748a618e89b07592045e2f
h_20c782809efea749,,query,query_states_real_conflict,3038682d899e1238666e7c278a636a40c65503af4c06913df3fea981111c1aed
h_20c782809efea749,,query,risk_types_real_conflict,3038682d899e1238666e7c278a636a40c65503af4c06913df3fea981111c1aed
h_05cdb0a7b431a016,,query,query_states_real_conflict,e795b3805b717214e0e3c602e704c3863800fed52cb5a8233ea22e940c37b029
h_8e44f9c054a263eb,,query,query_states_real_conflict,bc4529c2540e83be35a089c662f4b681731ff268cf631b91f218a7fb626fc34a
h_8e44f9c054a263eb,,query,risk_types_real_conflict,bc4529c2540e83be35a089c662f4b681731ff268cf631b91f218a7fb626fc34a
h_efb19144c8aa370b,,query,query_states_real_conflict,1724d8b63ec92d7715b0bd21a1d0c4b368c9fff9ce3e67e5d72f36b000b304cc
h_2793b9d8fd42c949,,query,query_states_real_conflict,78b9403151ead332587186c1d5641a66073f21078456a7e96c73c10f4f2f179d
h_820498ae14f23dc6,,query,query_states_real_conflict,42521486e9f6cbb4c1a54b00496355c23e5449613c63b667128b58290cdb06a4
h_820498ae14f23dc6,,query,risk_types_real_conflict,42521486e9f6cbb4c1a54b00496355c23e5449613c63b667128b58290cdb06a4
h_a6e2a9dc0150ace2,,query,query_states_real_conflict,0a1f65ddc794a8672faa73f8ee753c5faff87009c36e67d0ff33691e4004fa7c
h_3cc602f456ea0e41,,query,query_states_real_conflict,09eeeb4d9a37b060e2f6e3ee3cb6b54ecbf2892971fe5153bce58ea59dcd8b82
h_19fe3438fa3efa26,,query,query_states_real_conflict,a7619f95c10a13cc67aadaa043852ef2a78f0ccc6241368a96bf7ffb3754e74b
h_19fe3438fa3efa26,,query,risk_types_real_conflict,a7619f95c10a13cc67aadaa043852ef2a78f0ccc6241368a96bf7ffb3754e74b
h_64df7ab607fe8acf,,query,query_states_real_conflict,f85b2d5ec89107b3132cc086ab56783bbdfe542ac9651e5a167708e0d563e4f3
h_64df7ab607fe8acf,,query,risk_types_real_conflict,f85b2d5ec89107b3132cc086ab56783bbdfe542ac9651e5a167708e0d563e4f3
h_60efa1a773c82efb,,query,query_states_real_conflict,b88b5d4b247ed84064d9d5f37e9f3eddbf7e76f7dd2a0257f7049a72186d49ce
h_60efa1a773c82efb,,query,risk_types_real_conflict,b88b5d4b247ed84064d9d5f37e9f3eddbf7e76f7dd2a0257f7049a72186d49ce
h_51dbc877176944da,,query,query_states_real_conflict,1a70cea8b8449c6c5430f3814889ddc3db58eb1ce53b011138f1b96f2b82fec1
h_76d7785d81f9d4d6,,query,query_states_real_conflict,940c7144e3633f35d2d8522dbc12addc95ed09beecd81c7f22a54a79c6ab44ef
h_b5e78128ae0ccf83,,query,query_states_real_conflict,b8e6f35ba489680e275b7304debd035882a3624c997a736558a964566dbb038f
h_759c2474bcec4e69,,query,query_states_real_conflict,44b78f7746d65eb012c10795c975193a2f2b719e907f03f746ca4205307d6cdc
h_759c2474bcec4e69,,query,risk_types_real_conflict,44b78f7746d65eb012c10795c975193a2f2b719e907f03f746ca4205307d6cdc
h_719c5c51f4baac58,,query,query_states_real_conflict,006c66b5fe30c28aafef3bcf198d55e254cd1e1954a41051925fd11c5b0547ec
h_adb1009d8f2be027,,query,query_states_real_conflict,9e5930735e4dc826d7280695d8f111872d6a0cbec2da7386903c571d9968c39d
h_f86fddd860267e68,,query,query_states_real_conflict,2b29db95cbf84eb7c9ff95105f2a8b0349c7f1041a406f2e11beac6304f47841
h_f86fddd860267e68,,query,risk_types_real_conflict,2b29db95cbf84eb7c9ff95105f2a8b0349c7f1041a406f2e11beac6304f47841
h_2a51a3be934421b3,,query,query_states_real_conflict,13f3904a8f21e76fbafbe03619dacb235d1aac4f3d17f636d21d4b4589261fea
h_2a51a3be934421b3,,query,risk_types_real_conflict,13f3904a8f21e76fbafbe03619dacb235d1aac4f3d17f636d21d4b4589261fea
h_9befda9ad38e976f,,query,query_states_real_conflict,1406d85e6d46b711221650840a317c6093fb4ef99541d692e11100bb3baba61c
h_1f68c38ac889e5dc,,query,query_states_real_conflict,3054bb16a6726d7d5eb9ed20bba42390ce9e3198cc1b9732b13fa23dd7e115d4
h_1f68c38ac889e5dc,,query,risk_types_real_conflict,3054bb16a6726d7d5eb9ed20bba42390ce9e3198cc1b9732b13fa23dd7e115d4
h_0d7ea3f87a05316e,,query,query_states_real_conflict,d58e561a4d7a1dc5b064cb862f2499991c23fd193ff69eb736c65eec4712b509
