qid_hash,doc_id_hash,source
h_3bbfd8c7edbcf7a9,h_fd771c58b3ae74f1,formal300_human_annotation
h_3bbfd8c7edbcf7a9,h_41f72f3764472271,formal300_human_annotation
h_3bbfd8c7edbcf7a9,h_1f945983b69d5660,formal300_human_annotation
h_3bbfd8c7edbcf7a9,h_b2f7e308aa7eb0d3,formal300_human_annotation
h_33f1ef500ea1ca06,h_0b507009863037ed,formal300_human_annotation
h_33f1ef500ea1ca06,h_d8648b81b7dba12f,formal300_human_annotation
h_33f1ef500ea1ca06,h_08a45ef6f528a848,formal300_human_annotation
h_33f1ef500ea1ca06,h_fc27d8b159be329e,formal300_human_annotation
h_33f1ef500ea1ca06,h_5c8823a75fbf4c64,formal300_human_annotation
h_33f1ef500ea1ca06,h_f71f4c12de1b012e,formal300_human_annotation
h_fa786c4511a68302,h_6ac4de5eacf1c3f9,formal300_human_annotation
h_fa786c4511a68302,h_0061696cc37f106a,formal300_human_annotation
h_fa786c4511a68302,h_5b2aca68a7c5b039,formal300_human_annotation
h_4443ef6128bcdd6a,h_e69529312fa278c1,formal300_human_annotation
h_4443ef6128bcdd6a,h_fe41d60414278c24,formal300_human_annotation
h_4443ef6128bcdd6a,h_b865d31129bd651a,formal300_human_annotation
h_4443ef6128bcdd6a,h_eee86455961e7667,formal300_human_annotation
h_4443ef6128bcdd6a,h_c5c15c979061cd01,formal300_human_annotation
h_4443ef6128bcdd6a,h_9675408d736f44bb,formal300_human_annotation
h_4443ef6128bcdd6a,h_5f346670f20b7968,formal300_human_annotation
h_89e68e84a29a8317,h_c52bb781124accc8,formal300_human_annotation
h_89e68e84a29a8317,h_6c46181f6a91af3a,formal300_human_annotation
h_77b59ebdf28d1298,h_64b3b41307c93ff2,formal300_human_annotation
h_77b59ebdf28d1298,h_26fe5a9589cbb624,formal300_human_annotation
h_77b59ebdf28d1298,h_188d414c09fb6143,formal300_human_annotation
h_77b59ebdf28d1298,h_ade1e845ed58ec0d,formal300_human_annotation
h_8d5e595867a16ee4,h_da8ba30c6579f39c,formal300_human_annotation
h_8d5e595867a16ee4,h_62535918e9eb167c,formal300_human_annotation
h_8d5e595867a16ee4,h_ea48c89053cc5600,formal300_human_annotation
h_94a854a9b2a13918,h_9461431649f3ead2,formal300_human_annotation
h_94a854a9b2a13918,h_4771290d3e74726e,formal300_human_annotation
h_94a854a9b2a13918,h_17d591267345c4f3,formal300_human_annotation
h_94a854a9b2a13918,h_dfb453b66b9365e0,formal300_human_annotation
h_94a854a9b2a13918,h_96df7c8ab7c0dc85,formal300_human_annotation
h_94a854a9b2a13918,h_7812ee6d397fae37,formal300_human_annotation
h_ade01a0ba2077541,h_f3804ebbb97fdd42,formal300_human_annotation
h_ade01a0ba2077541,h_16a626567412c33c,formal300_human_annotation
h_ade01a0ba2077541,h_413b805bfb297b44,formal300_human_annotation
h_ade01a0ba2077541,h_23a6152af7e98a8f,formal300_human_annotation
h_63c9cef3d1e00a43,h_3408304d3be7aa80,formal300_human_annotation
h_63c9cef3d1e00a43,h_e4a93638e3ce24dd,formal300_human_annotation
h_63c9cef3d1e00a43,h_afed8408a3c5bf32,formal300_human_annotation
h_63c9cef3d1e00a43,h_081fb6b95657d699,formal300_human_annotation
h_53fc8adaea9f5f87,h_e393b81f5d3aa2b5,formal300_human_annotation
h_53fc8adaea9f5f87,h_4ff5db1b42be9435,formal300_human_annotation
h_53fc8adaea9f5f87,h_320eec9dbffff6a4,formal300_human_annotation
h_53fc8adaea9f5f87,h_002b0d43de518b93,formal300_human_annotation
h_0090dd284c02023a,h_6b7b3b63a6efdad9,formal300_human_annotation
h_0090dd284c02023a,h_907c68f60c4354ef,formal300_human_annotation
h_0090dd284c02023a,h_08a45ef6f528a848,formal300_human_annotation
h_0090dd284c02023a,h_c0c70cb0b1d13ceb,formal300_human_annotation
h_0090dd284c02023a,h_c53113593ae7c058,formal300_human_annotation
h_0090dd284c02023a,h_e3ebc7e046e20b77,formal300_human_annotation
h_ec14661dfdb4aa1a,h_9df79e1a4da0fdde,formal300_human_annotation
h_ec14661dfdb4aa1a,h_3ac7d9238f6ecf9f,formal300_human_annotation
h_ec14661dfdb4aa1a,h_835164e23fdcea2e,formal300_human_annotation
h_ec14661dfdb4aa1a,h_4dcbb91edec61c48,formal300_human_annotation
h_ec14661dfdb4aa1a,h_e3dedc97379d6574,formal300_human_annotation
h_ec14661dfdb4aa1a,h_5f583c78715aa56c,formal300_human_annotation
h_ec14661dfdb4aa1a,h_fe972a4830e94702,formal300_human_annotation
h_ec14661dfdb4aa1a,h_72da849deb11e320,formal300_human_annotation
h_ec14661dfdb4aa1a,h_a46970f98adeeaf8,formal300_human_annotation
h_ec14661dfdb4aa1a,h_215da2ea0d077125,formal300_human_annotation
h_ec14661dfdb4aa1a,h_13d34a73c833c025,formal300_human_annotation
h_75398ff6bbbe2d26,h_13aecd27c08e90f6,formal300_human_annotation
h_75398ff6bbbe2d26,h_e5f7195c547b03ea,formal300_human_annotation
h_c8d42efbd8b87fbf,h_32c7a28ec008c2e0,formal300_human_annotation
h_c8d42efbd8b87fbf,h_08a45ef6f528a848,formal300_human_annotation
h_c8d42efbd8b87fbf,h_915cb0744040b1df,formal300_human_annotation
h_c8d42efbd8b87fbf,h_addbd2bc5f4afcff,formal300_human_annotation
h_c8d42efbd8b87fbf,h_c968978835aa46d1,formal300_human_annotation
h_76924abb4c897425,h_613c0067a8031afc,formal300_human_annotation
h_8d064650f444c465,h_415802a72250efc0,formal300_human_annotation
h_bfbbfb23b7934435,h_f6ff4a34d811a96c,formal300_human_annotation
h_bfbbfb23b7934435,h_dfe014366dcb5241,formal300_human_annotation
h_bfbbfb23b7934435,h_aaddd9c3ab4f0ee8,formal300_human_annotation
h_bfbbfb23b7934435,h_3da36bac0b135387,formal300_human_annotation
h_bfbbfb23b7934435,h_ddfc70dbce8447ba,formal300_human_annotation
h_a9a8a6d762a7bc06,h_9585e92206d92dd9,formal300_human_annotation
h_a9a8a6d762a7bc06,h_df65ed5d77b8b0d0,formal300_human_annotation
h_a9a8a6d762a7bc06,h_83a69e8f769ca9ef,formal300_human_annotation
h_a9a8a6d762a7bc06,h_7d21b0985a393f1e,formal300_human_annotation
h_a9a8a6d762a7bc06,h_f001e2493b0d251a,formal300_human_annotation
h_a9a8a6d762a7bc06,h_c283dfcb1b477910,formal300_human_annotation
h_adddfcdb733eb699,h_b28f7c6cd42bb5db,formal300_human_annotation
h_4b228af28a222492,h_d4839d4b12503327,formal300_human_annotation
h_4b228af28a222492,h_af8276191c936543,formal300_human_annotation
h_4b228af28a222492,h_ba30dd385a2d4be8,formal300_human_annotation
h_09d7a1a61baf6400,h_ba64f495e4a7270d,formal300_human_annotation
h_d8cbe284def1a50c,h_986a4d558af91ca7,formal300_human_annotation
h_d8cbe284def1a50c,h_fc27d8b159be329e,formal300_human_annotation
h_d8cbe284def1a50c,h_fb239d74a840e976,formal300_human_annotation
h_0731672f8ba38c22,h_27d462dd65a9d718,formal300_human_annotation
h_0731672f8ba38c22,h_bec129f1a8e14bc9,formal300_human_annotation
h_0731672f8ba38c22,h_4ba470305843f5c8,formal300_human_annotation
h_0731672f8ba38c22,h_ad678ee6556eaf79,formal300_human_annotation
h_78f48a397b8667fb,h_db3a02bc4ded4644,formal300_human_annotation
h_78f48a397b8667fb,h_fb239d74a840e976,formal300_human_annotation
h_1161687597cc5195,h_6c2d2f4184c9a300,formal300_human_annotation
h_1161687597cc5195,h_32108e4f14a51886,formal300_human_annotation
h_1161687597cc5195,h_36e0f25ad5270f63,formal300_human_annotation
h_1161687597cc5195,h_bec2e17c870179cc,formal300_human_annotation
h_1161687597cc5195,h_c44fa77b2ba5ddca,formal300_human_annotation
h_2faf0130d11cda85,h_9ad6600480d49a5a,formal300_human_annotation
h_2faf0130d11cda85,h_fb239d74a840e976,formal300_human_annotation
h_5db72fe84a66029e,h_3aa2a71296afe475,formal300_human_annotation
h_2a3319e306b8c95e,h_120a878ecc430747,formal300_human_annotation
h_2a3319e306b8c95e,h_349659fcf185df89,formal300_human_annotation
h_2a3319e306b8c95e,h_fd7b8f69e54dcf17,formal300_human_annotation
h_2a3319e306b8c95e,h_4633771bf5c85b3f,formal300_human_annotation
h_a1696a9d4d35d8eb,h_730db41e854f1aed,formal300_human_annotation
h_56aee866aad71779,h_49dfd5dbc20d289e,formal300_human_annotation
h_4d88f82a41ba4883,h_63618b0f46fa5901,formal300_human_annotation
h_35f315394f1454ca,h_0c2c511b5d194071,formal300_human_annotation
h_35f315394f1454ca,h_ea897e3f7d081145,formal300_human_annotation
h_35f315394f1454ca,h_d8374537214380bd,formal300_human_annotation
h_35f315394f1454ca,h_8f7de22a0673cb71,formal300_human_annotation
h_35f315394f1454ca,h_2e6c6401966ad05c,formal300_human_annotation
h_35f315394f1454ca,h_9628bf07115d1fc2,formal300_human_annotation
h_35f315394f1454ca,h_6ea13bb1c0cbe3e9,formal300_human_annotation
h_a036806a6288ce8e,h_bb5ab7dec7705009,formal300_human_annotation
h_a036806a6288ce8e,h_5b6673108f07b130,formal300_human_annotation
h_a5289f1960ec85df,h_2df793b4de128587,formal300_human_annotation
h_a5289f1960ec85df,h_603c436bc76b2a6f,formal300_human_annotation
h_0fcad1451d8a52f0,h_f3d149fbeca2473c,formal300_human_annotation
h_3e9d095ffe04e1dd,h_b19786e55a202964,formal300_human_annotation
h_71845850351421e5,h_9df79e1a4da0fdde,formal300_human_annotation
h_71845850351421e5,h_f590b4d7d1b3dfbe,formal300_human_annotation
h_71845850351421e5,h_bbeecc85e1b82c28,formal300_human_annotation
h_71845850351421e5,h_cd79cc8d5d8bbc76,formal300_human_annotation
h_71845850351421e5,h_c1bf88ea249c4b5a,formal300_human_annotation
h_935859e0ce70ad2d,h_6085799a06b54590,formal300_human_annotation
h_935859e0ce70ad2d,h_90e0545208cbe087,formal300_human_annotation
h_93f52c898e7493f0,h_58e357d8712f7679,formal300_human_annotation
h_93f52c898e7493f0,h_341787069849a216,formal300_human_annotation
h_93f52c898e7493f0,h_64fd5afd22a26ecd,formal300_human_annotation
h_93f52c898e7493f0,h_a08b80eedb2bb00a,formal300_human_annotation
h_93f52c898e7493f0,h_e087f6e52aa7cccb,formal300_human_annotation
h_93f52c898e7493f0,h_8bfc1d9d646dea71,formal300_human_annotation
h_4132aa9f914dd400,h_3e1bde9bf6cbfbee,formal300_human_annotation
h_4132aa9f914dd400,h_6359d813cd164de8,formal300_human_annotation
h_4132aa9f914dd400,h_96df7c8ab7c0dc85,formal300_human_annotation
h_4132aa9f914dd400,h_370dd64734647db8,formal300_human_annotation
h_2f1e548763c998c1,h_e421d602bbf5c7aa,formal300_human_annotation
h_2f1e548763c998c1,h_fb239d74a840e976,formal300_human_annotation
h_f5c59643f1640f52,h_62915b012fc4997d,formal300_human_annotation
h_f5c59643f1640f52,h_a4ac893167f31e13,formal300_human_annotation
h_7cd56a963461eba8,h_33dfd0535fc1f586,formal300_human_annotation
h_1d84ae67852da347,h_8329804bb05c135b,formal300_human_annotation
h_185b757724f24441,h_6308e947648e0658,formal300_human_annotation
h_185b757724f24441,h_cb3ffd15fec5afd7,formal300_human_annotation
h_f0da2634e5b19f13,h_b5541753b36e443f,formal300_human_annotation
h_19a64aefaff94913,h_6d8523efddcecd18,formal300_human_annotation
h_19a64aefaff94913,h_ad53aa773214ef81,formal300_human_annotation
h_3b0dfa043436e728,h_2ff66e3bdbc15ac2,formal300_human_annotation
h_3b0dfa043436e728,h_0b950127e287961f,formal300_human_annotation
h_2ccdf6f2ccc0bce7,h_9df79e1a4da0fdde,formal300_human_annotation
h_2ccdf6f2ccc0bce7,h_6359d813cd164de8,formal300_human_annotation
h_2ccdf6f2ccc0bce7,h_b0df1b61554c59bc,formal300_human_annotation
h_2ccdf6f2ccc0bce7,h_6429b33e3239d0d5,formal300_human_annotation
h_2ccdf6f2ccc0bce7,h_10d3f4041a0e2b64,formal300_human_annotation
h_2ccdf6f2ccc0bce7,h_69d741bbc4919a68,formal300_human_annotation
h_964afc20a1d837fe,h_a4f42bd3fba0b3d5,formal300_human_annotation
h_964afc20a1d837fe,h_a29c8074d82a8e45,formal300_human_annotation
h_964afc20a1d837fe,h_fbd69840a99c562f,formal300_human_annotation
h_7f122ec85fd92ccb,h_5b37cb76ad0bd729,formal300_human_annotation
h_7f122ec85fd92ccb,h_b1c26c745a97cf5c,formal300_human_annotation
h_7f122ec85fd92ccb,h_3e1bde9bf6cbfbee,formal300_human_annotation
h_7f122ec85fd92ccb,h_325596c50d507a72,formal300_human_annotation
h_7f122ec85fd92ccb,h_bdbf737ac4b97c8f,formal300_human_annotation
h_7f122ec85fd92ccb,h_7e4ada5ab0a36bd1,formal300_human_annotation
h_6f52fede6f0c3811,h_48d2e2abe088c1e5,formal300_human_annotation
h_6f52fede6f0c3811,h_b97e7f2b1113634c,formal300_human_annotation
h_59211fa4542d2c9f,h_fdd6417ed5b6b3d8,formal300_human_annotation
h_59211fa4542d2c9f,h_f9d4cf3830fb139a,formal300_human_annotation
h_59211fa4542d2c9f,h_acfecf02726562ca,formal300_human_annotation
h_59211fa4542d2c9f,h_803205814baca92b,formal300_human_annotation
h_59211fa4542d2c9f,h_82f1e0d22bda3131,formal300_human_annotation
h_59211fa4542d2c9f,h_623b0c15590a94a5,formal300_human_annotation
h_7a9d3d4163ea6d74,h_986a4d558af91ca7,formal300_human_annotation
h_7a9d3d4163ea6d74,h_f9751af4c3b85a4a,formal300_human_annotation
h_7a9d3d4163ea6d74,h_99eff632a603bf77,formal300_human_annotation
h_7a9d3d4163ea6d74,h_498fcb9b5c9ed023,formal300_human_annotation
h_a4c6cc2d0344dbf8,h_8df4fa1ff350237b,formal300_human_annotation
h_a4c6cc2d0344dbf8,h_160d11939601a5d7,formal300_human_annotation
h_f09012a393b7b5be,h_17a26920b3bb1406,formal300_human_annotation
h_baa319eaa3b86279,h_a59d3812fbc0bc82,formal300_human_annotation
h_baa319eaa3b86279,h_474dab3dfa588418,formal300_human_annotation
h_baa319eaa3b86279,h_b9167ba8c38d5b74,formal300_human_annotation
h_21845abacd62a0c3,h_08a45ef6f528a848,formal300_human_annotation
h_21845abacd62a0c3,h_fc27d8b159be329e,formal300_human_annotation
h_dc2e6dcc378dc471,h_514e5cf7faa4d024,formal300_human_annotation
h_e97fe6737cf45b1d,h_ab1836bb9aa034fc,formal300_human_annotation
h_e97fe6737cf45b1d,h_d9fd9ea5d1392791,formal300_human_annotation
h_ddfdbe12e25a9300,h_d31afe80f2f58a35,formal300_human_annotation
h_ddfdbe12e25a9300,h_4540877fc7a4edbc,formal300_human_annotation
h_888d0173b1dc7cba,h_2b194228a0357671,formal300_human_annotation
h_888d0173b1dc7cba,h_ce9794aac053b817,formal300_human_annotation
h_888d0173b1dc7cba,h_1b5c0d22c28fa640,formal300_human_annotation
h_c0e319b715d02b78,h_adf897f803e13cc7,formal300_human_annotation
h_c0e319b715d02b78,h_a4e3b1e1a1b0b316,formal300_human_annotation
h_c0e319b715d02b78,h_b418bca7f4b6783a,formal300_human_annotation
h_c0e319b715d02b78,h_d61ada1317e53418,formal300_human_annotation
h_c0e319b715d02b78,h_0ddc7e377ff8858b,formal300_human_annotation
h_6766d10184784c3d,h_b809a77fbe3f08dc,formal300_human_annotation
h_6766d10184784c3d,h_9c876164e4d7ba09,formal300_human_annotation
h_6766d10184784c3d,h_b7a5b1d80795708d,formal300_human_annotation
h_6766d10184784c3d,h_f22cf42be43d1185,formal300_human_annotation
h_6766d10184784c3d,h_243030ce03f4bbcc,formal300_human_annotation
h_6766d10184784c3d,h_b5d10886e44d3ca0,formal300_human_annotation
h_6766d10184784c3d,h_4390fc60eee3b48f,formal300_human_annotation
h_6766d10184784c3d,h_d7f050726a88cca7,formal300_human_annotation
h_93ced938e855f50c,h_26fd27e21618bfa7,formal300_human_annotation
h_93ced938e855f50c,h_60d02a483863750b,formal300_human_annotation
h_93ced938e855f50c,h_b96bff42d470157a,formal300_human_annotation
h_93ced938e855f50c,h_f07bfe5ed4fd6666,formal300_human_annotation
h_e0cef060477eddb6,h_368c2e5118a29269,formal300_human_annotation
h_0306d12b3af54920,h_6b0ca78c0b305d69,formal300_human_annotation
h_d6dcbf977f3ad96d,h_7c086eab8e77ab1b,formal300_human_annotation
h_b9cc58a31d8e18f6,h_89134d989146d5b4,formal300_human_annotation
h_b9cc58a31d8e18f6,h_151b147bec147238,formal300_human_annotation
h_b9cc58a31d8e18f6,h_e3ebc7e046e20b77,formal300_human_annotation
h_3798fe03b6325806,h_ac715e48b00a040b,formal300_human_annotation
h_0a84731d9c9f375b,h_4d6fb3ef619508e5,formal300_human_annotation
h_0a84731d9c9f375b,h_9c9583d7332bf844,formal300_human_annotation
h_563fae909642c6f5,h_0655fef69ab676b4,formal300_human_annotation
h_563fae909642c6f5,h_96dc5532a3c26991,formal300_human_annotation
h_563fae909642c6f5,h_6359d813cd164de8,formal300_human_annotation
h_563fae909642c6f5,h_26fe5a9589cbb624,formal300_human_annotation
h_563fae909642c6f5,h_7d21b0985a393f1e,formal300_human_annotation
h_91b53a8010f26961,h_5f583c78715aa56c,formal300_human_annotation
h_91b53a8010f26961,h_456f5faee255a08c,formal300_human_annotation
h_91b53a8010f26961,h_30ec33de981db168,formal300_human_annotation
h_91b53a8010f26961,h_0ccb88bad1804162,formal300_human_annotation
h_c4998a678d35af3c,h_5b658652aea25117,formal300_human_annotation
h_c4998a678d35af3c,h_978381c233fa0f52,formal300_human_annotation
h_c4998a678d35af3c,h_835291680006f657,formal300_human_annotation
h_b24c367420a1a94c,h_2c786cb7a1af73af,formal300_human_annotation
h_b24c367420a1a94c,h_750ba86ae8d3a338,formal300_human_annotation
h_41179dbea626d479,h_1bfc2057920c7449,formal300_human_annotation
h_41179dbea626d479,h_fe6acea560eedcba,formal300_human_annotation
h_41179dbea626d479,h_e5258429600e7634,formal300_human_annotation
h_9e2e0be5a663c17f,h_c366e0ca5678d252,formal300_human_annotation
h_9e2e0be5a663c17f,h_40fd64272ab7986a,formal300_human_annotation
h_9e2e0be5a663c17f,h_3579e45d2b56e544,formal300_human_annotation
h_9e2e0be5a663c17f,h_966a3d68ab34fbc2,formal300_human_annotation
h_9e2e0be5a663c17f,h_9d8b3a95e7a22e8d,formal300_human_annotation
h_6ea8518f954d2aae,h_786d959474067c7b,formal300_human_annotation
h_6ea8518f954d2aae,h_aa800bfb3295889b,formal300_human_annotation
h_6ea8518f954d2aae,h_4633771bf5c85b3f,formal300_human_annotation
h_ac9ee62b6f06f803,h_b1db64adec0094d8,formal300_human_annotation
h_ac9ee62b6f06f803,h_73fdff5cd7b8c005,formal300_human_annotation
h_ac9ee62b6f06f803,h_6c6d04e32b656026,formal300_human_annotation
h_ac9ee62b6f06f803,h_6de56cda1635ff7e,formal300_human_annotation
h_021614be9955be9e,h_f2ec46e289e670af,formal300_human_annotation
h_021614be9955be9e,h_42400c87b23e4deb,formal300_human_annotation
h_021614be9955be9e,h_7a0bda78b564dbcf,formal300_human_annotation
h_021614be9955be9e,h_bd5a67d56981ae32,formal300_human_annotation
h_021614be9955be9e,h_addee5404773dc60,formal300_human_annotation
h_8d5ab639cef42d63,h_835164e23fdcea2e,formal300_human_annotation
h_8d5ab639cef42d63,h_ea83d21d2ade880d,formal300_human_annotation
h_8d5ab639cef42d63,h_952143415acccc46,formal300_human_annotation
h_8d5ab639cef42d63,h_50d1543e41eed3d9,formal300_human_annotation
h_8d5ab639cef42d63,h_3d41ff4025e5120c,formal300_human_annotation
h_9a94f6a1f0e6bf25,h_3573225ee34daa84,formal300_human_annotation
h_9a94f6a1f0e6bf25,h_c1cabccd2e32aed5,formal300_human_annotation
h_9a94f6a1f0e6bf25,h_f9751af4c3b85a4a,formal300_human_annotation
h_9a94f6a1f0e6bf25,h_0ccb88bad1804162,formal300_human_annotation
h_4df543724df9e9e1,h_3476af17f1cd579c,formal300_human_annotation
h_8ec55afb0b3688d7,h_d289248c31bd5cf1,formal300_human_annotation
h_8ec55afb0b3688d7,h_efc1ce9279624953,formal300_human_annotation
h_d79788dfe9729247,h_af9cf54e6578c730,formal300_human_annotation
h_d79788dfe9729247,h_f1c99ca5a106a801,formal300_human_annotation
h_d79788dfe9729247,h_16933d786c25270a,formal300_human_annotation
h_893b41c2ff393f8f,h_d90737f73b71dc76,formal300_human_annotation
h_893b41c2ff393f8f,h_d17e0e4a135dbafb,formal300_human_annotation
h_893b41c2ff393f8f,h_a91fb57ccc6e6497,formal300_human_annotation
h_893b41c2ff393f8f,h_62d0731f19c695ce,formal300_human_annotation
h_893b41c2ff393f8f,h_75109863d1bc9f0d,formal300_human_annotation
h_893b41c2ff393f8f,h_5e25b506e62e0735,formal300_human_annotation
h_e2fde3be494ddaf5,h_160c755172e2b243,formal300_human_annotation
h_e2fde3be494ddaf5,h_b3df93aa8ef663f6,formal300_human_annotation
h_e2fde3be494ddaf5,h_09e9b4e956fdfb66,formal300_human_annotation
h_e2fde3be494ddaf5,h_3466d6721827400b,formal300_human_annotation
h_e2fde3be494ddaf5,h_0ec4e80c7dbddd02,formal300_human_annotation
h_96c0a24fe612e67c,h_8ac700ba9f5a6196,formal300_human_annotation
h_96c0a24fe612e67c,h_2ff66e3bdbc15ac2,formal300_human_annotation
h_96c0a24fe612e67c,h_3db6e13b528558af,formal300_human_annotation
h_96c0a24fe612e67c,h_041faa1616f172c0,formal300_human_annotation
h_0447ff1e20811c1c,h_48ea0345d9e87a01,formal300_human_annotation
h_0447ff1e20811c1c,h_23fce6ab5eeec3d3,formal300_human_annotation
h_085a74f610e725c9,h_ad53aa773214ef81,formal300_human_annotation
h_f0cbd354c935e74a,h_19da8a921691edfc,formal300_human_annotation
h_a62519d8105562d4,h_974ef067c133e08c,formal300_human_annotation
h_a62519d8105562d4,h_800aa918155562dd,formal300_human_annotation
h_0e17180169a58461,h_a8153d0ce304e3e7,formal300_human_annotation
h_0e17180169a58461,h_628dd816e3dc1347,formal300_human_annotation
h_398e6ce1bad671e5,h_76f327442a224481,formal300_human_annotation
h_edcd3660ce75978f,h_2e3818775d44a958,formal300_human_annotation
h_edcd3660ce75978f,h_94cfec66042ef825,formal300_human_annotation
h_edcd3660ce75978f,h_76ce0b0a914914af,formal300_human_annotation
h_46847b652a1f9ced,h_2aacdcfb35cc4565,formal300_human_annotation
h_46847b652a1f9ced,h_4e82a9b8dc2ffabd,formal300_human_annotation
h_845043ca76aff3e9,h_af3dbd2af26d0916,formal300_human_annotation
h_19e2bf612f860a0f,h_fe078f28025c4a4c,formal300_human_annotation
h_7d128cce91b8981e,h_29f11fc3825312c1,formal300_human_annotation
h_62360070902a8b05,h_ad53aa773214ef81,formal300_human_annotation
h_1c9fa8ebc689c9d0,h_2d36b3b62e3583f2,formal300_human_annotation
h_1c9fa8ebc689c9d0,h_9805841a5132c6e7,formal300_human_annotation
h_1c9fa8ebc689c9d0,h_6a85685243ff1618,formal300_human_annotation
