case_id,detector,is_leak,family,pattern_id,rate,seed,hard_clean,detected,tp,fp,tn,fn,injected_qids,injected_candidates,injected_features,fallback_triggers,detection_correct,family_exact,source_exact,sink_exact,module_exact,field_exact,code_location_exact,code_location_within_3,path_valid,config_sha256,status
c_46af0707d227425e,keyword_static_baseline,False,Clean,Clean,0,1023,False,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_4ebe8fd5a7034199,keyword_static_baseline,False,Clean,Clean,0,2017,True,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_522d5b59eb2841ea,keyword_static_baseline,False,Clean,Clean,0,2019,True,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_58f1c9c284b14538,keyword_static_baseline,False,Clean,Clean,0,2014,True,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_5afce37ee2774341,keyword_static_baseline,False,Clean,Clean,0,2007,True,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_6a131e0a66e44342,keyword_static_baseline,False,Clean,Clean,0,2005,True,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_6a4d42c1df084d27,keyword_static_baseline,False,Clean,Clean,0,1003,False,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_726f0e1e7cbd4663,keyword_static_baseline,False,Clean,Clean,0,2013,True,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_761c96f6dd1e4ec6,keyword_static_baseline,False,Clean,Clean,0,2000,True,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_7661a4a4c8e543d3,keyword_static_baseline,False,Clean,Clean,0,1004,False,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_76e97580221148b2,keyword_static_baseline,False,Clean,Clean,0,2004,True,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_77f1e43735db46b9,keyword_static_baseline,False,Clean,Clean,0,2024,True,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_83a70ce8d96049df,keyword_static_baseline,False,Clean,Clean,0,2008,True,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_86046f76f7c94b25,keyword_static_baseline,False,Clean,Clean,0,2010,True,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_8b8359c4644e4bc6,keyword_static_baseline,False,Clean,Clean,0,1028,False,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_8e45d88f0fa2499a,keyword_static_baseline,False,Clean,Clean,0,1009,False,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_8ef2d3787cc54b05,keyword_static_baseline,False,Clean,Clean,0,2016,True,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_944e1b7397fb484d,keyword_static_baseline,False,Clean,Clean,0,2020,True,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_9858f84665404167,keyword_static_baseline,False,Clean,Clean,0,2023,True,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_9ba4168d6ef04084,keyword_static_baseline,False,Clean,Clean,0,2018,True,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_9c69d78e00e84cea,keyword_static_baseline,False,Clean,Clean,0,1022,False,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_a3b59688f8614014,keyword_static_baseline,False,Clean,Clean,0,1005,False,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_a4b2fffa9df24877,keyword_static_baseline,False,Clean,Clean,0,1002,False,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_a76921b573594b2a,keyword_static_baseline,False,Clean,Clean,0,2001,True,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_a7a21a51cf0644c1,keyword_static_baseline,False,Clean,Clean,0,2012,True,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_a8f8b364d3274793,keyword_static_baseline,False,Clean,Clean,0,1010,False,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_aca7168d5ac24072,keyword_static_baseline,False,Clean,Clean,0,1000,False,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_ae61c24d7a1d4e79,keyword_static_baseline,False,Clean,Clean,0,1012,False,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_b3c392488ed94c9c,keyword_static_baseline,False,Clean,Clean,0,1001,False,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_b60850a8533a48e8,keyword_static_baseline,False,Clean,Clean,0,1011,False,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_b639297f26794243,keyword_static_baseline,False,Clean,Clean,0,2021,True,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_b81289d8ab814dcb,keyword_static_baseline,False,Clean,Clean,0,2002,True,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_b9474bd167b94253,keyword_static_baseline,False,Clean,Clean,0,1007,False,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_ba9b3c839d7747c6,keyword_static_baseline,False,Clean,Clean,0,1008,False,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_bd56abf2cdbc4ff2,keyword_static_baseline,False,Clean,Clean,0,1018,False,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_bf705262cfd64e7a,keyword_static_baseline,False,Clean,Clean,0,2025,True,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_c0e03156eb114ec0,keyword_static_baseline,False,Clean,Clean,0,1014,False,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_c2bdabf56b154c5a,keyword_static_baseline,False,Clean,Clean,0,1024,False,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_c2ed5d72fa75485f,keyword_static_baseline,False,Clean,Clean,0,2003,True,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_cb0685fad8ad43aa,keyword_static_baseline,False,Clean,Clean,0,1026,False,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_cd44e81e84724d4a,keyword_static_baseline,False,Clean,Clean,0,1016,False,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_ceda2a01073c44f3,keyword_static_baseline,False,Clean,Clean,0,2029,True,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_d0846fda3e5e4736,keyword_static_baseline,False,Clean,Clean,0,1027,False,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_eac81545cbfb4249,keyword_static_baseline,False,Clean,Clean,0,1013,False,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_ee3a39fd03e44190,keyword_static_baseline,False,Clean,Clean,0,1015,False,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
c_f34ccbf725484c85,keyword_static_baseline,False,Clean,Clean,0,2009,True,True,0,1,0,0,0,0,0,0,False,False,True,True,False,False,False,False,False,c69fff36c89963f0a8a55bd267584fe3b32aad093936e970cae5aac6d917ea90,REPRODUCED
