case_id,detector,family,pattern_id,source_exact,sink_exact,module_exact,field_exact,code_location_exact,code_location_within_3,path_valid
c_5098e6020128428a,schema_guard,Leak-M,M1,False,False,False,True,False,False,False
c_5098e6020128428a,runtime_taint,Leak-M,M1,True,True,False,True,False,False,True
c_5098e6020128428a,invariance,Leak-M,M1,False,False,False,False,False,False,False
c_5098e6020128428a,full_audit,Leak-M,M1,True,True,False,True,False,False,True
c_522d5b59eb2841ea,keyword_static_baseline,Clean,Clean,True,True,False,False,False,False,False
c_522d5b59eb2841ea,ast_static_dataflow,Clean,Clean,False,False,False,False,False,False,False
c_522d5b59eb2841ea,schema_guard,Clean,Clean,False,False,False,False,False,False,False
c_522d5b59eb2841ea,runtime_taint,Clean,Clean,False,False,False,False,False,False,False
c_522d5b59eb2841ea,invariance,Clean,Clean,False,False,False,False,False,False,False
c_522d5b59eb2841ea,full_audit,Clean,Clean,False,False,False,False,False,False,False
c_54adb8be25374740,keyword_static_baseline,Leak-F,F1,False,False,False,False,False,False,False
c_54adb8be25374740,ast_static_dataflow,Leak-F,F1,False,False,False,False,False,False,False
c_54adb8be25374740,schema_guard,Leak-F,F1,False,False,False,False,False,False,False
c_54adb8be25374740,runtime_taint,Leak-F,F1,True,True,False,True,False,False,True
c_54adb8be25374740,invariance,Leak-F,F1,False,False,False,False,False,False,False
c_54adb8be25374740,full_audit,Leak-F,F1,True,True,False,True,False,False,True
c_58f1c9c284b14538,keyword_static_baseline,Clean,Clean,True,True,False,False,False,False,False
c_58f1c9c284b14538,ast_static_dataflow,Clean,Clean,False,False,False,False,False,False,False
c_58f1c9c284b14538,schema_guard,Clean,Clean,False,False,False,False,False,False,False
c_58f1c9c284b14538,runtime_taint,Clean,Clean,False,False,False,False,False,False,False
c_58f1c9c284b14538,invariance,Clean,Clean,False,False,False,False,False,False,False
c_58f1c9c284b14538,full_audit,Clean,Clean,False,False,False,False,False,False,False
c_5a06debb26054c51,keyword_static_baseline,Leak-M,M2,False,False,False,False,False,False,False
c_5a06debb26054c51,ast_static_dataflow,Leak-M,M2,False,False,False,False,False,False,False
c_5a06debb26054c51,schema_guard,Leak-M,M2,False,False,False,True,False,False,False
c_5a06debb26054c51,runtime_taint,Leak-M,M2,True,True,False,True,False,False,True
c_5a06debb26054c51,invariance,Leak-M,M2,False,False,False,False,False,False,True
c_5a06debb26054c51,full_audit,Leak-M,M2,True,True,False,True,False,False,True
c_5afce37ee2774341,keyword_static_baseline,Clean,Clean,True,True,False,False,False,False,False
c_5afce37ee2774341,ast_static_dataflow,Clean,Clean,False,False,False,False,False,False,False
c_5afce37ee2774341,schema_guard,Clean,Clean,False,False,False,False,False,False,False
c_5afce37ee2774341,runtime_taint,Clean,Clean,False,False,False,False,False,False,False
c_5afce37ee2774341,invariance,Clean,Clean,False,False,False,False,False,False,False
c_5afce37ee2774341,full_audit,Clean,Clean,False,False,False,False,False,False,False
c_61c199064a5a4d90,keyword_static_baseline,Leak-F,F4,False,False,False,False,False,False,False
c_61c199064a5a4d90,ast_static_dataflow,Leak-F,F4,False,False,False,False,False,False,False
c_61c199064a5a4d90,schema_guard,Leak-F,F4,False,False,False,False,False,False,False
c_61c199064a5a4d90,runtime_taint,Leak-F,F4,True,False,False,True,False,False,True
c_61c199064a5a4d90,invariance,Leak-F,F4,False,False,False,False,False,False,False
c_61c199064a5a4d90,full_audit,Leak-F,F4,True,False,False,True,False,False,True
c_6288c8a5d7e54564,keyword_static_baseline,Leak-R,R4,False,False,False,False,False,False,False
c_6288c8a5d7e54564,ast_static_dataflow,Leak-R,R4,False,False,False,False,False,False,False
c_6288c8a5d7e54564,schema_guard,Leak-R,R4,False,False,False,False,False,False,False
c_6288c8a5d7e54564,runtime_taint,Leak-R,R4,True,True,True,True,False,False,True
c_6288c8a5d7e54564,invariance,Leak-R,R4,False,False,False,False,False,False,False
c_6288c8a5d7e54564,full_audit,Leak-R,R4,True,True,True,True,False,False,True
c_645d338c354f482c,keyword_static_baseline,Leak-M,M4,False,False,False,False,False,False,False
c_645d338c354f482c,ast_static_dataflow,Leak-M,M4,False,False,False,False,False,False,False
c_645d338c354f482c,schema_guard,Leak-M,M4,False,False,False,True,False,False,False
c_645d338c354f482c,runtime_taint,Leak-M,M4,True,True,False,True,False,False,True
c_645d338c354f482c,invariance,Leak-M,M4,False,False,False,False,False,False,True
c_645d338c354f482c,full_audit,Leak-M,M4,True,True,False,True,False,False,True
c_678a3a0d749342e4,keyword_static_baseline,Leak-R,R2,False,False,False,False,False,False,False
c_678a3a0d749342e4,ast_static_dataflow,Leak-R,R2,False,False,False,False,False,False,False
c_678a3a0d749342e4,schema_guard,Leak-R,R2,False,False,False,False,False,False,False
c_678a3a0d749342e4,runtime_taint,Leak-R,R2,True,False,False,True,False,False,True
c_678a3a0d749342e4,invariance,Leak-R,R2,False,False,False,False,False,False,False
c_678a3a0d749342e4,full_audit,Leak-R,R2,True,False,False,True,False,False,True
c_69e21dea9c9142c8,keyword_static_baseline,Leak-M,M4,False,False,False,False,False,False,False
c_69e21dea9c9142c8,ast_static_dataflow,Leak-M,M4,False,False,False,False,False,False,False
c_69e21dea9c9142c8,schema_guard,Leak-M,M4,False,False,False,True,False,False,False
c_69e21dea9c9142c8,runtime_taint,Leak-M,M4,True,True,False,True,False,False,True
c_69e21dea9c9142c8,invariance,Leak-M,M4,False,False,False,False,False,False,False
c_69e21dea9c9142c8,full_audit,Leak-M,M4,True,True,False,True,False,False,True
c_6a131e0a66e44342,keyword_static_baseline,Clean,Clean,True,True,False,False,False,False,False
c_6a131e0a66e44342,ast_static_dataflow,Clean,Clean,False,False,False,False,False,False,False
c_6a131e0a66e44342,schema_guard,Clean,Clean,False,False,False,False,False,False,False
c_6a131e0a66e44342,runtime_taint,Clean,Clean,False,False,False,False,False,False,False
c_6a131e0a66e44342,invariance,Clean,Clean,False,False,False,False,False,False,False
c_6a131e0a66e44342,full_audit,Clean,Clean,False,False,False,False,False,False,False
c_6a4d42c1df084d27,keyword_static_baseline,Clean,Clean,True,True,False,False,False,False,False
c_6a4d42c1df084d27,ast_static_dataflow,Clean,Clean,False,False,False,False,False,False,False
c_6a4d42c1df084d27,schema_guard,Clean,Clean,False,False,False,False,False,False,False
c_6a4d42c1df084d27,runtime_taint,Clean,Clean,False,False,False,False,False,False,False
c_6a4d42c1df084d27,invariance,Clean,Clean,False,False,False,False,False,False,False
c_6a4d42c1df084d27,full_audit,Clean,Clean,False,False,False,False,False,False,False
c_6cffbc17a06e4af7,keyword_static_baseline,Leak-F,F2,False,False,False,False,False,False,False
c_6cffbc17a06e4af7,ast_static_dataflow,Leak-F,F2,False,False,False,False,False,False,False
c_6cffbc17a06e4af7,schema_guard,Leak-F,F2,False,False,False,False,False,False,False
c_6cffbc17a06e4af7,runtime_taint,Leak-F,F2,True,True,False,True,False,False,True
c_6cffbc17a06e4af7,invariance,Leak-F,F2,False,False,False,False,False,False,False
c_6cffbc17a06e4af7,full_audit,Leak-F,F2,True,True,False,True,False,False,True
c_726f0e1e7cbd4663,keyword_static_baseline,Clean,Clean,True,True,False,False,False,False,False
c_726f0e1e7cbd4663,ast_static_dataflow,Clean,Clean,False,False,False,False,False,False,False
c_726f0e1e7cbd4663,schema_guard,Clean,Clean,False,False,False,False,False,False,False
c_726f0e1e7cbd4663,runtime_taint,Clean,Clean,False,False,False,False,False,False,False
c_726f0e1e7cbd4663,invariance,Clean,Clean,False,False,False,False,False,False,False
c_726f0e1e7cbd4663,full_audit,Clean,Clean,False,False,False,False,False,False,False
c_761c96f6dd1e4ec6,keyword_static_baseline,Clean,Clean,True,True,False,False,False,False,False
c_761c96f6dd1e4ec6,ast_static_dataflow,Clean,Clean,False,False,False,False,False,False,False
c_761c96f6dd1e4ec6,schema_guard,Clean,Clean,False,False,False,False,False,False,False
c_761c96f6dd1e4ec6,runtime_taint,Clean,Clean,False,False,False,False,False,False,False
c_761c96f6dd1e4ec6,invariance,Clean,Clean,False,False,False,False,False,False,False
c_761c96f6dd1e4ec6,full_audit,Clean,Clean,False,False,False,False,False,False,False
c_7661a4a4c8e543d3,keyword_static_baseline,Clean,Clean,True,True,False,False,False,False,False
c_7661a4a4c8e543d3,ast_static_dataflow,Clean,Clean,False,False,False,False,False,False,False
c_7661a4a4c8e543d3,schema_guard,Clean,Clean,False,False,False,False,False,False,False
c_7661a4a4c8e543d3,runtime_taint,Clean,Clean,False,False,False,False,False,False,False
c_7661a4a4c8e543d3,invariance,Clean,Clean,False,False,False,False,False,False,False
c_7661a4a4c8e543d3,full_audit,Clean,Clean,False,False,False,False,False,False,False
c_76e97580221148b2,keyword_static_baseline,Clean,Clean,True,True,False,False,False,False,False
c_76e97580221148b2,ast_static_dataflow,Clean,Clean,False,False,False,False,False,False,False
c_76e97580221148b2,schema_guard,Clean,Clean,False,False,False,False,False,False,False
c_76e97580221148b2,runtime_taint,Clean,Clean,False,False,False,False,False,False,False
c_76e97580221148b2,invariance,Clean,Clean,False,False,False,False,False,False,False
c_76e97580221148b2,full_audit,Clean,Clean,False,False,False,False,False,False,False
c_773a01d0b3bf4a18,keyword_static_baseline,Leak-F,F1,False,False,False,False,False,False,False
c_773a01d0b3bf4a18,ast_static_dataflow,Leak-F,F1,False,False,False,False,False,False,False
c_773a01d0b3bf4a18,schema_guard,Leak-F,F1,False,False,False,False,False,False,False
c_773a01d0b3bf4a18,runtime_taint,Leak-F,F1,True,True,False,True,False,False,True
c_773a01d0b3bf4a18,invariance,Leak-F,F1,False,False,False,False,False,False,False
c_773a01d0b3bf4a18,full_audit,Leak-F,F1,True,True,False,True,False,False,True
c_77f1e43735db46b9,keyword_static_baseline,Clean,Clean,True,True,False,False,False,False,False
c_77f1e43735db46b9,ast_static_dataflow,Clean,Clean,False,False,False,False,False,False,False
c_77f1e43735db46b9,schema_guard,Clean,Clean,False,False,False,False,False,False,False
c_77f1e43735db46b9,runtime_taint,Clean,Clean,False,False,False,False,False,False,False
c_77f1e43735db46b9,invariance,Clean,Clean,False,False,False,False,False,False,False
c_77f1e43735db46b9,full_audit,Clean,Clean,False,False,False,False,False,False,False
c_7ac276a881c046bd,keyword_static_baseline,Leak-R,R3,False,False,False,False,False,False,False
c_7ac276a881c046bd,ast_static_dataflow,Leak-R,R3,False,False,False,False,False,False,False
c_7ac276a881c046bd,schema_guard,Leak-R,R3,False,False,False,False,False,False,False
c_7ac276a881c046bd,runtime_taint,Leak-R,R3,True,False,False,True,False,False,True
c_7ac276a881c046bd,invariance,Leak-R,R3,False,False,False,False,False,False,False
c_7ac276a881c046bd,full_audit,Leak-R,R3,True,False,False,True,False,False,True
c_7dab3a7aae364b29,keyword_static_baseline,Leak-F,F4,False,False,False,False,False,False,False
c_7dab3a7aae364b29,ast_static_dataflow,Leak-F,F4,False,False,False,False,False,False,False
c_7dab3a7aae364b29,schema_guard,Leak-F,F4,False,False,False,False,False,False,False
c_7dab3a7aae364b29,runtime_taint,Leak-F,F4,True,False,False,True,False,False,True
c_7dab3a7aae364b29,invariance,Leak-F,F4,False,False,False,False,False,False,False
c_7dab3a7aae364b29,full_audit,Leak-F,F4,True,False,False,True,False,False,True
c_7dfad22b84ed4dac,keyword_static_baseline,Leak-F,F1,False,False,False,False,False,False,False
c_7dfad22b84ed4dac,ast_static_dataflow,Leak-F,F1,False,False,False,False,False,False,False
c_7dfad22b84ed4dac,schema_guard,Leak-F,F1,False,False,False,False,False,False,False
c_7dfad22b84ed4dac,runtime_taint,Leak-F,F1,True,True,False,True,False,False,True
c_7dfad22b84ed4dac,invariance,Leak-F,F1,False,False,False,False,False,False,False
c_7dfad22b84ed4dac,full_audit,Leak-F,F1,True,True,False,True,False,False,True
c_83a70ce8d96049df,keyword_static_baseline,Clean,Clean,True,True,False,False,False,False,False
c_83a70ce8d96049df,ast_static_dataflow,Clean,Clean,False,False,False,False,False,False,False
c_83a70ce8d96049df,schema_guard,Clean,Clean,False,False,False,False,False,False,False
c_83a70ce8d96049df,runtime_taint,Clean,Clean,False,False,False,False,False,False,False
c_83a70ce8d96049df,invariance,Clean,Clean,False,False,False,False,False,False,False
c_83a70ce8d96049df,full_audit,Clean,Clean,False,False,False,False,False,False,False
c_86046f76f7c94b25,keyword_static_baseline,Clean,Clean,True,True,False,False,False,False,False
c_86046f76f7c94b25,ast_static_dataflow,Clean,Clean,False,False,False,False,False,False,False
c_86046f76f7c94b25,schema_guard,Clean,Clean,False,False,False,False,False,False,False
c_86046f76f7c94b25,runtime_taint,Clean,Clean,False,False,False,False,False,False,False
c_86046f76f7c94b25,invariance,Clean,Clean,False,False,False,False,False,False,False
c_86046f76f7c94b25,full_audit,Clean,Clean,False,False,False,False,False,False,False
c_865df1de3d2646b7,keyword_static_baseline,Leak-R,R1,False,False,False,False,False,False,False
c_865df1de3d2646b7,ast_static_dataflow,Leak-R,R1,False,False,False,False,False,False,False
c_865df1de3d2646b7,schema_guard,Leak-R,R1,False,False,False,False,False,False,False
c_865df1de3d2646b7,runtime_taint,Leak-R,R1,True,False,False,True,False,False,True
c_865df1de3d2646b7,invariance,Leak-R,R1,False,False,False,False,False,False,False
c_865df1de3d2646b7,full_audit,Leak-R,R1,True,False,False,True,False,False,True
c_86cdbb6429474b0c,keyword_static_baseline,Leak-F,F2,False,False,False,False,False,False,False
c_86cdbb6429474b0c,ast_static_dataflow,Leak-F,F2,False,False,False,False,False,False,False
c_86cdbb6429474b0c,schema_guard,Leak-F,F2,False,False,False,False,False,False,False
c_86cdbb6429474b0c,runtime_taint,Leak-F,F2,True,True,False,True,False,False,True
c_86cdbb6429474b0c,invariance,Leak-F,F2,False,False,False,False,False,False,False
c_86cdbb6429474b0c,full_audit,Leak-F,F2,True,True,False,True,False,False,True
c_8b8359c4644e4bc6,keyword_static_baseline,Clean,Clean,True,True,False,False,False,False,False
c_8b8359c4644e4bc6,ast_static_dataflow,Clean,Clean,False,False,False,False,False,False,False
c_8b8359c4644e4bc6,schema_guard,Clean,Clean,False,False,False,False,False,False,False
c_8b8359c4644e4bc6,runtime_taint,Clean,Clean,False,False,False,False,False,False,False
c_8b8359c4644e4bc6,invariance,Clean,Clean,False,False,False,False,False,False,False
c_8b8359c4644e4bc6,full_audit,Clean,Clean,False,False,False,False,False,False,False
